Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q0,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q0,Avg_Utilization_Ratio
2,4,13,16,21,28,32,38,44,52,60,65,72,83,99,105,106,117,129,0
1,3,13,15,23,29,36,38,44,52,58,65,81,90,101,105,106,116,126,0
1,4,13,18,24,28,35,38,44,55,58,65,78,87,95,105,106,118,129,0
1,4,14,15,24,28,33,38,45,53,58,65,78,84,95,102,106,117,126,0
1,3,14,20,27,28,33,38,42,55,61,65,78,88,94,105,106,116,129,0
1,10,14,19,24,28,37,38,48,53,58,68,74,88,94,102,106,117,129,0
1,5,14,20,25,28,33,38,50,55,58,66,74,86,94,102,107,116,129,0
1,3,13,20,24,28,32,38,42,54,61,65,78,84,94,105,106,119,129,0
2,6,13,18,23,28,34,38,45,52,61,65,78,87,95,105,106,117,129,0
1,5,14,18,22,28,37,38,45,54,60,65,74,82,94,102,107,116,129,0
1,3,13,18,24,28,34,38,45,55,61,65,74,84,94,105,106,117,129,0
1,5,14,18,23,29,33,38,44,52,61,65,73,87,93,105,106,119,129,0
1,6,13,19,23,28,33,38,50,52,61,67,73,86,95,105,107,119,129,0
1,9,14,15,24,29,33,38,47,53,58,68,73,87,93,105,106,117,129,0
1,5,13,15,24,29,35,38,47,54,58,68,74,88,94,105,106,116,129,0
1,8,14,19,21,28,37,38,44,54,61,66,73,86,95,105,106,117,129,0
1,12,14,20,22,29,35,38,46,53,61,65,74,89,94,105,106,116,129,0
1,3,13,18,21,30,32,38,45,54,60,66,74,87,94,105,106,116,126,0
1,3,13,17,21,28,32,38,45,52,60,65,74,88,94,105,106,119,129,0
2,9,14,18,21,28,35,38,43,56,58,65,74,83,94,102,106,117,129,0
1,7,13,20,24,28,33,38,44,55,61,65,74,88,94,102,106,117,129,0
1,4,13,17,22,28,32,38,49,55,58,66,78,85,95,102,106,120,129,0
1,6,14,18,26,28,37,38,44,55,61,65,79,88,98,105,106,117,129,0
1,5,13,18,25,28,32,38,44,54,61,66,78,84,95,102,107,116,126,0
1,4,13,15,22,28,36,38,43,55,60,65,72,86,93,102,107,119,129,0
1,6,13,15,24,28,32,38,44,55,60,65,78,83,95,105,106,117,129,0
1,10,13,19,25,28,33,38,49,55,61,65,74,85,94,105,106,117,129,0
1,4,14,15,22,28,37,38,42,53,61,68,72,90,93,105,106,116,129,0
1,7,14,15,23,28,35,38,47,52,58,65,74,90,94,105,106,116,129,0
1,3,13,17,27,29,34,38,44,55,58,68,79,83,98,105,106,116,129,0
1,4,13,18,25,28,36,38,42,55,60,65,78,88,95,105,106,119,129,0
1,6,14,18,22,28,37,38,45,53,58,68,72,84,92,105,106,116,129,0
1,4,14,15,25,28,33,38,43,53,60,65,74,88,94,105,106,116,129,0
1,4,13,18,22,29,34,38,44,55,61,68,74,88,94,105,106,116,129,0
2,9,13,19,25,28,34,38,49,55,60,65,72,83,99,105,106,117,129,0
2,6,13,15,21,28,32,38,44,57,61,65,73,91,93,105,106,117,129,0
1,6,14,17,21,31,33,38,44,52,61,65,74,87,94,105,106,117,129,0
1,7,14,17,22,31,35,38,47,52,64,65,74,88,94,105,106,119,129,0
1,10,13,20,22,30,34,38,48,53,62,68,73,83,93,105,106,116,129,0
1,4,14,19,24,28,33,38,43,53,61,68,74,86,94,105,106,117,129,0
1,3,14,15,21,31,37,38,42,55,61,66,78,83,95,105,106,117,129,0
2,9,13,15,21,29,32,38,43,56,58,65,73,83,93,102,106,117,126,0
1,3,13,20,22,28,32,38,44,54,61,66,79,88,98,105,106,118,129,0
1,4,13,17,22,29,34,38,45,52,61,65,78,85,95,105,106,119,129,0
1,12,14,19,22,31,37,38,51,52,58,66,78,90,95,105,107,121,129,0
1,5,14,18,21,28,35,38,47,53,58,68,73,86,93,102,106,117,129,0
1,6,13,18,22,28,34,40,44,54,58,65,75,88,96,105,106,119,129,0
1,4,14,15,23,29,37,38,44,52,58,66,72,88,92,105,106,117,129,0
1,3,13,18,22,28,32,38,44,55,60,65,80,88,92,105,106,116,129,0
1,6,13,15,24,29,35,38,44,53,58,68,74,83,94,105,106,117,129,0
1,7,13,20,21,28,34,38,50,53,58,66,77,84,100,105,106,116,129,0
1,5,14,17,25,28,33,38,45,54,61,65,74,87,94,105,106,117,126,0
1,10,14,20,22,28,33,38,48,55,60,66,74,86,94,105,106,119,126,0
1,5,14,15,22,31,33,38,47,52,60,66,74,84,94,102,106,119,129,0
1,4,13,15,25,29,36,38,44,53,60,67,75,90,96,105,106,116,126,0
1,9,13,18,24,28,36,38,42,54,61,66,80,83,99,105,106,117,129,0
1,6,13,18,24,29,32,38,50,53,60,66,80,84,99,105,107,120,129,0
1,7,13,18,23,28,33,38,44,54,61,65,74,89,94,105,106,117,129,0
1,10,13,20,24,29,35,38,43,55,60,66,72,88,93,105,106,120,129,0
2,4,13,18,23,29,36,38,42,55,61,68,80,83,99,105,106,117,129,0
1,6,13,15,21,29,35,38,44,54,61,65,74,90,94,102,106,119,129,0
1,3,13,18,24,31,34,38,47,55,61,65,74,87,94,102,107,120,129,0
1,3,14,17,21,29,33,38,42,55,60,66,74,86,94,105,106,116,129,0
1,3,13,17,23,28,35,38,44,55,60,66,73,88,93,105,106,119,129,0
1,12,13,19,22,29,37,38,46,54,58,66,74,83,94,105,106,116,129,0
1,3,13,15,21,28,32,38,44,54,61,65,80,88,92,105,107,120,129,0
1,10,13,20,22,28,32,38,43,52,60,66,80,82,99,105,106,119,129,0
1,9,13,18,23,31,32,38,49,54,64,65,73,90,93,105,106,119,129,0
1,9,13,18,25,28,34,38,43,52,58,66,74,84,94,102,106,116,129,0
1,7,13,19,21,28,35,38,50,52,60,67,74,85,94,102,106,116,129,0
1,5,14,17,23,28,33,38,46,52,58,66,74,86,94,105,106,117,129,0
1,7,14,17,21,29,37,38,47,53,60,65,72,87,92,102,107,120,129,0
1,6,13,18,25,28,34,38,45,52,60,66,77,90,98,105,107,120,129,0
1,7,13,18,26,28,34,38,50,55,61,65,74,89,94,102,107,116,129,0
1,10,14,19,21,29,37,38,44,55,60,66,74,83,95,105,106,117,129,0
2,8,13,20,21,28,33,38,43,55,60,68,74,83,94,102,106,118,129,0
2,9,13,20,22,28,34,38,44,55,61,65,78,84,94,105,106,118,129,0
1,10,14,19,24,28,33,38,43,52,61,66,78,88,95,102,106,116,129,0
1,3,14,16,22,28,33,38,42,54,61,66,74,85,94,105,106,117,129,0
1,10,13,20,23,28,32,38,44,53,61,65,73,88,93,102,107,120,129,0
1,4,13,18,25,29,36,38,42,53,61,66,81,84,101,105,106,119,129,0
1,9,13,18,22,28,34,38,43,53,60,65,74,87,94,105,106,117,129,0
1,5,14,15,21,28,37,38,45,54,60,68,72,86,93,105,107,119,129,0
1,7,14,19,22,28,33,38,46,53,58,67,74,87,94,102,106,116,129,0
1,6,14,17,22,28,33,38,44,54,61,66,74,86,94,105,106,117,129,0
1,4,14,19,24,31,33,38,43,53,59,65,74,85,94,105,107,121,129,0
1,4,13,18,24,31,34,38,44,54,61,68,79,83,98,105,106,116,129,0
1,8,14,19,23,28,37,38,48,53,58,66,74,90,94,105,106,116,129,0
1,4,14,20,27,28,33,38,44,55,58,66,74,84,94,105,107,116,129,0
2,6,13,18,23,29,32,38,47,56,60,65,78,83,95,105,106,118,129,0
1,4,13,15,22,29,34,38,45,53,61,67,74,83,94,105,106,120,129,0
1,4,14,17,21,29,37,38,43,53,60,65,78,84,95,105,106,117,129,0
1,10,14,18,21,28,33,38,44,54,61,66,74,84,94,102,106,117,126,0
1,12,13,20,22,28,34,38,46,52,61,66,73,84,93,102,106,116,129,0
1,6,14,15,23,28,33,38,42,54,58,66,74,84,94,105,106,116,129,0
1,10,13,20,23,28,32,38,49,55,58,65,73,86,93,105,106,116,129,0
1,3,13,18,21,29,35,38,44,54,61,65,74,83,95,105,106,116,126,0
1,8,14,18,21,28,35,38,43,53,60,66,74,88,94,102,106,117,126,0
1,6,14,18,25,29,35,38,45,54,60,65,74,85,94,105,106,119,129,0
1,9,14,18,25,28,33,38,44,53,58,66,74,85,94,105,106,116,126,0
1,3,14,17,21,28,37,38,42,54,61,66,81,82,100,105,106,117,126,0
1,5,13,15,22,30,35,38,45,53,58,66,73,90,95,105,106,119,129,0
1,3,13,18,21,28,34,38,42,52,58,65,73,90,95,105,106,117,129,0
1,5,14,17,25,28,35,38,47,54,59,65,74,84,94,105,106,117,129,0
1,5,13,20,23,29,32,38,50,54,61,65,73,82,93,105,106,119,129,0
1,6,13,18,22,28,36,38,45,52,60,65,72,86,92,105,106,117,129,0
1,9,14,18,21,28,33,38,43,52,60,67,74,84,94,102,106,116,129,0
1,7,13,20,22,28,34,38,44,52,61,66,78,82,95,105,106,117,129,0
1,4,13,18,24,29,34,38,43,53,58,65,80,85,99,105,106,117,129,0
1,4,14,19,26,29,33,40,42,53,60,65,72,84,93,105,107,119,129,0
1,5,13,15,26,28,34,38,44,52,61,66,79,90,98,105,106,116,129,0
1,4,13,19,21,28,36,40,42,55,61,68,75,85,96,105,106,116,129,0
1,3,13,15,22,29,32,38,45,55,58,65,78,83,93,105,106,117,129,0
1,10,13,19,26,28,35,38,48,52,58,66,78,87,95,102,106,116,129,0
1,9,14,18,21,28,33,38,48,53,61,66,74,83,94,102,107,119,129,0
1,4,13,18,24,30,36,38,45,53,60,66,79,85,98,102,106,116,129,0
1,10,13,20,24,29,33,38,48,52,61,66,74,87,94,105,106,117,129,0
1,3,14,18,25,28,33,38,43,52,58,65,74,84,94,105,106,117,129,0
1,7,13,19,21,28,35,38,51,55,61,66,74,87,94,105,106,116,129,0
1,3,13,17,21,28,32,38,44,53,61,66,72,89,92,105,106,117,129,0
1,4,13,15,21,28,36,38,44,55,58,65,79,90,98,102,106,119,126,0
1,7,13,18,23,29,34,38,44,55,60,67,72,85,92,105,106,120,129,0
1,4,13,18,22,28,32,38,42,53,60,67,74,83,95,102,106,117,126,0
1,5,13,15,22,29,36,38,47,54,60,65,80,83,99,105,106,116,129,0
1,3,14,16,25,29,37,38,42,53,61,66,80,86,92,105,106,119,129,0
2,6,14,17,21,29,33,38,44,53,60,65,74,84,94,105,106,116,129,0
1,3,13,15,22,31,33,38,44,52,58,65,74,82,94,105,106,117,129,0
1,3,13,17,22,28,32,38,45,53,60,66,77,85,98,105,106,116,129,0
1,12,13,19,22,30,32,38,44,55,64,65,79,84,99,105,106,117,129,0
1,10,13,20,26,28,35,38,44,54,60,66,74,87,94,102,106,117,129,0
1,4,13,19,27,29,34,38,44,52,60,66,74,90,94,105,106,117,126,0
1,3,13,18,24,30,32,38,44,52,61,66,78,90,95,105,106,116,129,0
2,3,13,16,21,30,32,38,42,55,61,68,74,83,94,102,106,117,129,0
1,4,14,20,21,29,33,38,44,55,60,66,74,90,94,105,106,116,129,0
1,6,14,20,27,28,35,38,44,54,61,66,74,84,94,105,106,117,129,0
1,3,13,16,21,28,35,40,47,52,58,65,79,86,99,105,106,116,129,0
1,7,13,20,22,28,32,38,50,55,58,65,74,84,94,102,106,116,129,0
1,3,14,18,22,28,33,38,44,54,61,67,74,86,94,105,106,117,129,0
1,10,13,19,21,28,32,38,44,54,61,65,73,88,93,102,106,116,129,0
1,6,13,16,23,28,35,38,45,52,61,66,72,88,92,105,106,117,129,0
1,3,14,17,22,29,33,38,42,55,60,65,78,87,95,105,106,119,129,0
1,3,14,18,22,29,33,38,44,53,60,66,78,83,95,105,106,117,129,0
1,4,14,17,22,28,35,38,44,55,60,65,78,84,94,102,106,119,129,0
1,3,14,15,22,29,33,38,47,55,61,65,74,87,94,105,106,116,129,0
1,12,13,19,25,31,33,38,44,52,60,65,74,91,95,102,107,120,129,0
1,3,13,15,22,28,32,38,42,53,61,65,73,84,95,105,106,117,129,0
1,5,13,18,21,31,35,38,44,55,61,66,74,88,94,105,106,119,129,0
1,6,13,15,21,30,32,38,44,52,58,66,73,89,93,105,106,117,129,0
1,4,13,20,22,28,34,38,44,54,61,66,75,89,96,105,106,117,129,0
1,5,13,15,22,28,36,38,50,55,61,67,80,88,92,105,106,119,129,0
1,4,13,20,23,28,35,38,42,55,58,66,74,88,94,105,106,117,129,0
1,8,14,20,26,28,35,38,48,52,61,65,74,83,94,102,106,117,126,0
1,3,13,20,23,30,34,38,45,54,58,65,79,85,98,102,106,117,129,0
1,5,13,19,23,28,32,38,46,55,58,65,74,86,94,105,106,116,129,0
1,4,13,18,21,28,32,38,43,52,61,67,72,85,92,105,106,116,129,0
1,5,13,15,21,28,34,38,44,52,61,66,74,90,94,102,106,116,129,0
1,6,13,17,25,28,32,38,50,55,64,69,78,83,95,102,106,117,129,0
2,5,14,15,24,29,33,38,47,53,60,66,74,84,94,105,106,118,129,0
1,8,14,19,22,28,33,38,48,54,58,69,74,84,94,105,106,116,129,0
2,4,14,18,27,28,33,38,42,56,60,65,78,82,95,105,106,117,129,0
2,5,13,15,22,31,34,38,50,56,60,65,74,83,94,105,106,117,129,0
1,5,13,15,25,30,34,38,44,54,60,65,75,88,96,102,106,117,129,0
1,5,14,20,22,28,37,38,47,55,60,65,74,87,94,102,107,116,129,0
1,10,13,19,23,28,32,38,43,55,61,65,73,84,93,105,106,119,129,0
1,6,14,18,23,29,35,38,47,53,61,66,74,87,94,105,106,117,129,0
1,7,13,18,23,28,33,38,46,55,60,69,74,83,94,102,107,119,126,0
1,9,13,20,22,29,36,38,42,54,60,65,75,87,96,105,106,116,129,0
1,8,14,20,25,28,33,38,48,55,61,65,74,85,94,102,107,119,129,0
1,4,14,20,21,28,33,38,43,55,61,65,74,88,94,105,106,118,129,0
1,5,14,20,21,28,37,38,45,55,61,69,80,85,99,105,106,117,129,0
1,5,14,18,21,28,33,38,47,54,58,66,74,83,94,105,106,116,129,0
1,5,13,18,26,28,32,38,47,52,61,65,78,84,95,105,106,116,129,0
1,6,13,15,21,30,32,38,44,52,61,65,79,87,98,105,106,116,129,0
1,6,13,15,22,28,36,38,45,55,61,66,72,87,92,105,106,117,129,0
1,4,13,15,21,31,36,38,44,55,58,66,74,90,94,102,106,117,126,0
1,3,13,15,25,28,34,40,44,53,60,66,75,83,96,105,106,119,129,0
1,5,13,17,24,29,36,40,47,53,60,66,75,84,96,105,106,116,126,0
1,9,14,18,26,28,35,38,43,53,60,66,78,86,95,105,106,119,129,0
1,6,13,15,22,30,33,38,42,52,60,69,74,86,94,105,106,116,129,0
2,6,13,15,22,28,34,38,44,57,58,65,75,82,96,105,106,118,129,0
1,4,13,15,22,28,36,38,43,55,58,65,75,82,96,105,106,119,129,0
1,9,13,20,23,28,36,38,44,53,60,65,77,88,100,105,106,116,129,0
1,4,14,20,23,28,35,38,43,52,60,65,74,83,94,105,106,120,129,0
1,6,14,17,23,29,33,38,45,52,58,66,74,89,94,105,106,116,129,0
1,5,13,20,22,29,36,38,50,53,60,69,73,84,93,105,106,119,129,0
1,3,13,18,22,31,35,38,42,55,61,66,74,82,94,105,106,117,129,0
1,3,13,18,22,28,34,40,44,53,61,66,75,85,96,105,106,116,129,0
1,4,13,18,21,28,34,38,49,54,60,65,73,90,93,105,107,120,126,0
1,5,14,17,22,28,37,38,44,55,58,66,74,85,94,105,106,116,129,0
1,3,13,17,22,30,34,38,42,53,60,66,74,84,94,105,106,119,129,0
2,9,14,15,21,28,35,38,49,52,60,68,74,83,94,105,106,118,129,0
1,7,14,17,26,28,35,38,44,54,60,65,74,90,94,105,106,119,129,0
1,6,14,17,22,29,33,38,45,52,58,66,74,85,94,105,106,117,129,0
1,10,14,20,26,28,33,38,48,55,58,65,74,83,94,105,106,117,129,0
1,7,14,19,22,28,37,38,44,54,60,69,74,88,94,105,106,117,129,0
1,5,14,15,21,28,33,38,47,53,58,69,74,87,94,102,106,117,126,0
1,3,13,15,22,30,34,38,47,52,58,65,74,88,94,105,106,119,129,0
2,10,14,19,22,28,33,38,49,53,60,65,74,83,94,105,106,118,129,0
2,6,14,18,24,29,37,38,47,56,58,65,74,84,94,105,106,118,129,0
1,6,13,17,22,30,35,40,44,55,62,66,80,86,92,105,106,116,129,0
2,7,13,18,22,28,34,38,47,55,60,65,72,83,92,105,106,118,129,0
1,8,14,19,21,28,35,38,44,52,60,65,78,86,95,102,106,119,129,0
2,5,13,15,26,28,36,38,47,56,58,66,72,83,99,105,106,118,129,0
1,6,14,17,22,29,33,38,45,55,60,65,78,83,95,102,107,120,129,0
1,4,13,20,23,28,34,38,42,52,61,65,78,82,95,105,106,119,129,0
1,4,14,20,23,28,33,38,42,52,60,69,74,85,94,102,106,116,126,0
1,5,14,15,25,30,35,38,50,55,61,65,72,90,92,105,106,117,126,0
1,5,13,16,22,28,34,38,45,53,60,69,72,88,93,105,106,117,129,0
1,9,14,18,25,28,33,38,43,53,61,66,74,83,95,105,106,119,129,0
1,9,13,17,22,28,34,38,49,54,60,69,74,87,94,105,106,117,129,0
1,4,13,18,23,28,35,38,43,55,58,65,78,87,95,105,106,116,126,0
1,5,13,18,22,28,34,38,45,52,58,66,79,86,99,105,106,116,129,0
1,12,13,19,22,28,33,38,46,52,58,65,74,90,94,102,107,119,129,0
1,5,14,15,21,28,33,38,47,54,60,65,74,90,94,105,106,116,129,0
1,5,14,18,22,28,33,38,47,52,60,66,74,87,94,102,106,116,126,0
1,8,14,20,21,28,37,38,44,52,60,66,78,83,95,102,106,116,129,0
2,9,14,17,21,31,37,38,43,54,58,68,79,84,98,105,106,117,129,0
1,6,13,18,21,28,32,38,47,53,61,66,73,90,93,105,106,116,129,0
1,4,13,16,22,28,34,38,43,54,58,65,78,88,95,105,106,117,129,0
1,5,14,17,22,28,37,38,46,53,58,69,78,88,94,105,106,116,129,0
1,12,13,20,22,29,33,38,51,55,61,66,74,88,94,105,107,116,129,0
1,10,13,20,24,28,32,38,48,52,61,65,74,84,94,105,106,117,129,0
1,7,14,18,21,28,37,38,44,55,60,69,74,85,94,105,106,116,129,0
1,3,13,15,22,31,34,38,42,53,61,65,74,84,94,105,106,117,129,0
1,3,13,17,24,30,32,38,42,52,60,66,74,89,94,102,106,120,129,0
1,4,14,15,21,28,37,38,43,52,58,65,74,87,94,105,106,117,129,0
1,9,13,20,22,28,34,38,44,55,60,69,75,86,96,105,106,117,129,0
1,4,14,20,26,28,33,38,42,55,58,65,74,82,94,105,106,119,129,0
2,5,14,18,21,28,35,38,47,55,60,66,78,83,93,105,106,118,129,0
1,5,14,15,22,29,33,38,47,52,61,69,78,82,95,102,106,116,129,0
1,5,14,18,24,29,33,38,47,53,60,69,74,82,94,105,106,116,129,0
1,5,13,15,21,29,32,38,44,54,60,65,78,88,95,105,106,117,129,0
1,3,14,15,22,29,33,38,43,55,61,66,74,87,94,102,106,116,126,0
1,3,14,15,22,28,33,38,44,55,61,66,74,88,94,105,106,117,129,0
1,9,13,15,22,28,34,38,44,55,60,65,81,88,100,105,106,119,129,0
1,6,13,16,22,28,36,38,50,54,58,69,72,90,93,105,106,117,129,0
1,3,14,16,26,30,35,38,42,55,58,69,74,83,95,105,106,117,129,0
1,6,13,15,23,28,34,38,45,54,60,66,74,87,94,105,106,117,129,0
1,3,14,18,24,30,35,38,42,53,58,69,78,87,94,105,107,120,129,0
1,3,14,15,22,29,37,38,44,55,61,69,73,84,93,103,107,119,126,0
1,6,13,17,24,28,36,38,45,54,61,69,75,85,96,105,106,116,126,0
1,8,13,18,22,28,37,38,48,55,60,66,78,86,95,105,106,117,129,0
2,7,13,15,25,28,34,38,47,55,60,65,74,90,94,105,106,118,126,0
1,12,13,19,21,29,37,38,44,52,60,65,74,87,94,105,106,119,129,0
1,5,13,20,21,28,34,38,50,54,61,66,72,85,92,105,106,117,129,0
1,8,13,19,24,29,35,38,44,52,60,65,74,82,94,102,106,119,129,0
1,9,13,15,25,28,36,38,48,52,58,69,74,86,94,105,106,118,129,0
1,3,14,16,26,28,35,38,42,53,60,66,74,82,95,102,106,119,129,0
1,7,14,15,22,28,33,38,50,54,58,69,74,84,94,105,106,116,129,0
1,4,14,15,27,28,35,38,42,55,58,65,74,88,94,102,106,117,128,0
1,7,14,20,22,28,33,38,46,52,58,66,78,88,95,102,106,119,126,0
1,3,13,16,22,29,36,38,47,52,61,69,72,84,93,105,106,119,129,0
1,7,13,15,25,28,32,38,51,55,61,66,74,90,94,102,106,117,129,0
1,3,13,17,21,28,34,38,44,53,60,69,79,89,98,105,107,120,129,0
1,5,13,17,27,28,32,38,51,52,60,69,74,90,94,105,106,120,129,0
1,6,13,15,22,28,34,38,44,55,61,66,81,82,101,105,107,121,129,0
1,6,14,15,25,29,33,38,50,52,58,69,73,88,93,105,106,117,129,0
1,5,14,20,22,28,33,38,50,52,58,66,74,85,94,105,106,116,129,0
1,8,13,19,27,28,35,38,48,55,60,66,74,90,94,105,106,116,129,0
1,7,14,20,22,29,33,39,47,54,61,66,80,83,99,102,107,120,129,0
1,3,13,17,22,29,34,38,45,52,64,65,80,83,99,105,106,119,129,0
1,5,13,17,21,28,32,38,50,55,58,69,78,86,94,105,106,116,129,0
1,8,13,20,21,28,35,38,48,55,61,65,74,88,94,105,106,119,129,0
1,4,13,18,26,28,34,38,44,52,58,66,74,88,94,105,106,116,129,0
1,7,13,19,21,28,35,38,47,52,58,66,74,86,94,105,106,116,129,0
1,6,13,16,24,29,34,38,45,53,60,65,73,82,93,105,106,116,129,0
1,8,13,19,22,28,33,38,43,55,60,66,74,87,94,105,107,119,129,0
1,10,13,19,22,28,35,38,42,55,60,69,74,90,94,105,106,117,129,0
1,12,14,19,22,29,33,38,44,53,58,66,74,88,94,105,107,116,129,0
1,4,13,18,26,28,32,38,43,54,58,69,72,82,92,105,107,116,129,0
1,6,13,17,21,30,34,39,44,52,58,66,75,90,96,102,106,117,129,0
1,12,13,19,22,28,35,38,44,55,61,69,74,89,94,102,106,119,126,0
1,12,13,19,21,28,35,38,51,54,58,69,74,89,94,102,107,119,129,0
1,5,13,18,21,28,35,38,45,55,60,66,74,83,94,105,106,116,129,0
2,5,13,18,22,28,35,38,46,55,58,65,78,87,95,105,106,117,129,0
1,5,14,18,26,28,33,40,47,54,60,66,73,90,93,105,106,117,129,0
1,3,13,15,26,29,32,38,44,52,61,65,78,90,94,105,106,116,129,0
1,5,14,15,21,28,37,38,47,53,60,66,74,86,94,105,106,117,126,0
1,12,13,19,21,29,35,38,44,52,60,66,74,88,94,105,107,119,129,0
1,6,14,18,24,29,35,38,44,53,58,69,74,84,94,105,106,116,129,0
1,4,14,20,22,29,33,38,45,55,58,65,78,84,95,105,106,116,129,0
1,3,13,18,24,29,32,38,45,54,58,69,78,83,95,105,106,119,129,0
1,4,13,18,22,28,34,38,44,55,58,65,74,83,94,105,106,116,129,0
1,7,13,15,22,31,34,38,46,53,59,66,74,83,95,105,106,119,129,0
1,4,14,18,23,28,37,38,44,54,61,65,74,88,94,105,106,116,129,0
1,3,13,15,21,28,34,38,42,54,58,66,73,90,93,105,106,119,129,0
1,4,13,17,21,28,34,38,43,54,60,65,80,85,99,105,106,119,129,0
1,3,13,15,27,31,36,38,44,54,61,66,75,84,96,105,106,116,129,0
1,7,14,18,22,29,33,38,51,52,58,66,74,85,94,102,107,120,129,0
1,5,13,17,21,29,34,39,44,53,58,65,75,85,96,105,106,116,129,0
1,6,13,17,23,29,34,38,45,54,58,65,80,86,99,105,106,117,129,0
2,4,14,18,22,29,33,38,43,53,61,66,74,84,94,105,106,118,129,0
1,9,13,15,22,28,36,38,43,55,58,66,81,83,101,105,106,117,129,0
1,10,14,19,22,28,33,38,44,52,61,69,78,82,95,102,106,119,126,0
1,4,13,17,21,28,32,38,44,52,60,65,73,90,93,105,106,117,129,0
2,10,14,20,21,28,35,38,48,56,58,68,78,83,95,105,106,117,129,0
1,5,13,19,24,31,33,38,44,55,61,66,78,89,95,105,106,116,129,0
1,7,13,20,23,28,36,38,51,53,58,65,73,87,93,102,107,119,129,0
1,4,13,15,21,29,34,38,43,55,58,66,80,87,99,105,106,116,129,0
1,5,14,20,22,28,35,38,47,52,61,69,78,84,95,102,106,119,129,0
1,12,13,19,24,28,32,38,50,55,61,66,78,90,94,105,106,116,129,0
1,10,13,19,21,28,34,38,49,54,58,65,74,84,94,105,106,116,129,0
1,3,13,16,24,29,32,38,44,53,58,66,78,88,95,105,106,116,129,0
1,9,13,20,27,28,32,38,43,52,60,69,78,90,94,105,106,116,129,0
1,4,14,15,26,28,33,38,43,52,61,66,78,90,95,105,106,119,129,0
1,6,14,15,22,31,33,38,44,53,61,65,74,82,94,105,106,119,129,0
1,8,14,20,23,28,35,38,48,53,60,66,78,84,94,105,106,116,129,0
1,3,14,15,21,28,37,38,44,52,60,66,74,83,95,105,106,116,126,0
1,5,14,18,26,30,33,38,44,54,61,69,74,83,94,105,106,117,129,0
1,5,14,20,23,29,33,38,47,53,61,69,73,83,93,105,106,117,129,0
1,4,13,20,23,28,36,38,43,52,58,65,73,87,93,105,106,117,129,0
1,7,13,18,26,28,35,38,46,55,58,65,74,82,94,105,106,117,129,0
1,12,13,19,25,29,32,38,51,52,58,66,73,88,95,105,106,116,129,0
1,7,13,18,21,29,35,38,46,53,61,69,74,88,94,105,107,119,129,0
1,5,13,20,23,28,35,38,51,52,61,66,74,86,94,105,106,116,129,0
2,3,13,18,25,28,34,38,44,56,60,65,74,83,94,105,106,118,129,0
1,9,13,18,24,29,34,38,44,52,60,66,73,90,93,105,106,117,129,0
1,4,13,18,22,28,34,38,42,52,61,66,77,82,100,105,106,117,129,0
1,4,14,20,21,28,33,38,44,53,61,65,74,87,94,105,106,116,129,0
1,9,14,20,27,29,35,40,43,52,60,69,80,88,99,105,106,116,129,0
1,5,14,18,22,28,33,38,44,53,61,69,74,88,94,102,106,117,126,0
1,10,13,20,22,29,33,38,49,52,61,65,74,82,94,105,108,121,129,0
2,9,13,15,24,29,32,38,44,55,60,66,73,82,93,102,106,118,129,0
1,6,14,15,25,28,33,38,44,55,60,69,74,87,94,102,106,116,129,0
1,7,13,15,26,29,34,40,47,52,61,66,75,90,96,102,106,119,126,0
1,5,14,17,22,28,33,38,44,54,61,65,74,83,94,105,106,117,129,0
1,3,13,15,22,30,32,38,44,52,58,65,74,84,94,105,106,116,126,0
1,5,14,20,24,29,33,38,44,55,60,65,74,83,95,105,106,119,129,0
1,6,13,15,25,29,35,38,50,53,60,66,74,88,94,105,106,116,129,0
1,5,14,18,26,28,33,38,50,52,61,69,74,87,94,105,106,117,129,0
1,7,13,18,25,28,34,38,50,54,60,69,74,83,94,102,107,119,126,0
1,5,14,18,24,28,37,38,44,54,61,69,73,87,95,105,106,116,129,0
1,6,14,18,25,29,33,38,47,52,58,66,74,88,94,105,106,116,129,0
1,3,14,18,23,28,35,38,44,55,61,66,78,83,95,105,106,116,129,0
1,6,13,17,22,28,35,38,44,52,60,65,78,86,94,105,106,117,129,0
1,5,13,20,22,28,32,38,45,53,61,65,78,87,95,105,106,117,129,0
1,10,13,20,21,28,35,38,48,52,61,65,74,85,94,102,106,119,129,0
1,12,13,19,24,29,34,38,50,52,60,66,74,88,94,105,107,122,129,0
1,5,13,15,24,28,34,38,45,53,62,69,79,82,98,105,106,116,129,0
1,4,14,15,21,30,33,38,44,55,60,69,78,82,95,105,106,117,129,0
1,8,14,20,21,28,35,38,48,54,60,69,74,83,94,105,106,117,129,0
1,4,14,17,22,29,37,38,45,55,58,66,73,87,93,102,106,116,126,0
1,7,13,20,22,29,37,38,47,53,61,69,79,90,99,105,107,119,129,0
1,4,13,20,25,28,34,38,49,54,61,65,74,88,94,105,106,116,129,0
