,x,y,z,roll,pitch,yaw,thumb,fore,index,ring,receiver values,word
16,-0.101562,0.148438,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
17,-0.15625,0.1875,0.0,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
18,-0.203125,0.257812,0.007812,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
19,-0.304688,0.3125,0.023438,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
20,-0.382812,0.335938,0.039062,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
21,-0.429688,0.359375,0.054688,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
22,-0.492188,0.320312,0.070312,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
23,-0.5625,0.3125,0.078125,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
24,-0.585938,0.359375,0.09375,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2F,alive
25,-0.804688,0.015625,0.117188,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
26,-0.757812,0.09375,0.125,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2F,alive
27,-0.90625,-0.046875,0.132812,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
28,-0.804688,0.085938,0.132812,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2F,alive
29,-0.90625,-0.21875,0.132812,0.75,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
30,-0.859375,0.117188,0.117188,0.833333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
31,-0.703125,0.421875,0.101562,0.75,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
32,-0.609375,0.484375,0.09375,0.75,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
33,-0.539062,0.5,0.078125,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
34,-0.53125,0.46875,0.070312,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
35,-0.523438,0.429688,0.0625,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
36,-0.507812,0.40625,0.0625,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
37,-0.507812,0.3125,0.070312,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
38,-0.546875,0.265625,0.078125,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
39,-0.5625,0.25,0.085938,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2D,alive
40,-0.664062,0.203125,0.101562,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2F,alive
41,-0.773438,0.0625,0.117188,0.833333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
42,-0.773438,0.0625,0.125,0.833333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2D,alive
43,-0.976562,0.007812,0.125,0.833333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x2F,alive
44,-0.703125,0.3125,0.117188,0.833333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
45,-0.648438,0.398438,0.109375,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
46,-0.585938,0.445312,0.09375,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
47,-0.539062,0.5,0.085938,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
48,-0.5,0.507812,0.070312,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
49,-0.460938,0.515625,0.0625,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
50,-0.460938,0.484375,0.046875,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
51,-0.398438,0.484375,0.039062,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
52,-0.367188,0.460938,0.03125,0.25,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
53,-0.335938,0.4375,0.023438,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
54,-0.3125,0.398438,0.023438,0.166667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,alive
55,-0.28125,0.367188,0.015625,0.083333,-1.0,-1.0,0.25,0.25,0.0,0.0, 0x3F,alive
56,-0.28125,0.367188,0.015625,0.166667,-1.0,-1.0,0.25,0.25,0.25,0.0, 0x3F,alive
57,-0.234375,0.367188,0.007812,0.083333,-1.0,-1.0,0.25,0.5,0.25,0.0, 0x3F,alive
58,-0.203125,0.375,0.007812,0.083333,-1.0,-1.0,0.25,0.75,0.5,0.25, 0x3F,alive
59,-0.1875,0.390625,0.007812,0.166667,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
60,-0.203125,0.359375,0.007812,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
61,-0.195312,0.367188,0.0,0.166667,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
62,-0.164062,0.382812,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
63,-0.15625,0.375,0.0,0.166667,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
64,-0.148438,0.375,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
65,-0.125,0.398438,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
66,-0.101562,0.367188,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
67,-0.0625,0.351562,0.0,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
68,-0.046875,0.335938,0.0,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
69,-0.007812,0.320312,0.0,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
70,0.0,0.28125,0.0,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
71,0.023438,0.25,0.0,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
72,0.007812,0.234375,0.007812,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
73,0.039062,0.171875,0.007812,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
74,0.046875,0.148438,0.007812,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
75,0.054688,0.109375,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
76,0.070312,0.109375,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
77,0.0625,0.085938,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
78,0.070312,0.085938,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
79,0.054688,0.070312,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
80,0.054688,0.0625,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
81,0.046875,0.054688,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
82,0.03125,0.046875,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
83,0.023438,0.039062,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
84,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
85,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
86,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
87,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
88,0.007812,0.046875,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
89,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
90,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
91,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
92,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
93,0.007812,0.046875,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
94,0.007812,0.046875,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
95,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
96,0.023438,0.03125,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
97,0.007812,0.03125,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
98,0.015625,0.023438,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
99,0.007812,0.023438,0.015625,0.0,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
100,0.0,0.015625,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
101,-0.007812,0.015625,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
102,-0.015625,0.007812,0.015625,0.083333,-1.0,-1.0,0.25,0.75,0.75,0.75, 0x3F,alive
0,0.023438,0.039062,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,paper
1,0.015625,0.046875,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,paper
2,0.015625,0.078125,-0.007812,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
3,0.0,0.101562,-0.015625,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
4,-0.015625,0.140625,-0.023438,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
5,-0.039062,0.171875,-0.03125,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
6,-0.09375,0.21875,-0.046875,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
7,-0.1875,0.28125,-0.046875,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
8,-0.242188,0.3125,-0.054688,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,paper
9,-0.296875,0.328125,-0.054688,0.25,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
10,-0.34375,0.335938,-0.054688,0.25,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
11,-0.375,0.351562,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
12,-0.382812,0.351562,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,paper
13,-0.375,0.359375,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,paper
14,-0.382812,0.351562,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,paper
15,-0.382812,0.359375,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.5,0.75, 0x3F,paper
16,-0.390625,0.367188,-0.0625,0.25,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
17,-0.367188,0.351562,-0.0625,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
18,-0.359375,0.351562,-0.070312,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3E,paper
19,-0.367188,0.359375,-0.0625,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
20,-0.34375,0.351562,-0.0625,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
21,-0.304688,0.351562,-0.0625,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
22,-0.273438,0.34375,-0.054688,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
23,-0.21875,0.359375,-0.054688,0.166667,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
24,-0.210938,0.335938,-0.046875,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
25,-0.15625,0.289062,-0.039062,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
26,-0.09375,0.203125,-0.023438,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
27,-0.054688,0.148438,-0.015625,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
28,-0.023438,0.117188,-0.007812,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
29,0.0,0.101562,0.0,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
30,0.0,0.03125,0.0,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
31,0.0,0.03125,0.0,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
32,-0.007812,0.039062,0.0,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
33,0.0,0.023438,0.0,0.0,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
34,0.015625,0.03125,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
35,0.023438,0.039062,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
36,0.023438,0.039062,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
37,0.023438,0.046875,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
38,0.023438,0.046875,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
39,0.023438,0.046875,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
40,0.039062,0.046875,0.0,0.083333,-1.0,-1.0,0.75,0.75,0.75,0.75, 0x3F,paper
0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
1,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
2,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
4,0.0,0.0,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
5,0.007812,0.007812,0.0,0.0,-1.0,-1.0,0.5,0.5,0.75,0.75, 0x3F,zero
6,0.03125,0.0,0.0,0.0,-1.0,-1.0,0.5,0.25,0.75,0.25, 0x3F,zero
7,0.039062,0.007812,0.0,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
8,0.046875,0.015625,0.0,0.083333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
9,0.023438,0.023438,0.0,0.083333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
10,0.0,0.054688,0.0,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
11,0.007812,0.125,0.0,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
12,-0.03125,0.195312,-0.007812,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
13,-0.046875,0.3125,-0.007812,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
14,-0.0625,0.4375,0.0,0.083333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
15,-0.140625,0.578125,0.0,0.083333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
16,-0.195312,0.578125,0.015625,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
17,-0.296875,0.6875,0.03125,0.0,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
18,-0.546875,0.273438,0.054688,0.75,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
19,-0.21875,0.734375,0.0625,0.333333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
20,-0.109375,0.851562,0.0625,0.333333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
21,-0.03125,0.8125,0.054688,0.416667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
22,-0.125,0.835938,0.046875,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,zero
23,-0.15625,0.695312,0.039062,0.25,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3C,zero
24,-0.132812,0.78125,0.015625,0.166667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
25,-0.054688,0.617188,0.0,0.166667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3B,zero
26,0.0,0.78125,0.007812,0.166667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
27,0.007812,0.789062,0.0,0.166667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
28,0.046875,0.78125,-0.007812,0.166667,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
29,0.09375,0.78125,-0.007812,0.083333,-1.0,-1.0,0.5,0.25,0.0,0.0, 0x3F,zero
30,0.039062,0.734375,-0.015625,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,zero
31,0.015625,0.671875,-0.015625,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,zero
32,-0.03125,0.570312,-0.015625,0.083333,-1.0,-1.0,0.5,0.0,0.25,0.25, 0x3F,zero
33,-0.03125,0.484375,-0.015625,0.083333,-1.0,-1.0,0.5,0.25,0.75,0.75, 0x3F,zero
34,0.046875,0.382812,-0.015625,0.083333,-1.0,-1.0,0.5,0.5,0.75,0.75, 0x3E,zero
35,-0.039062,0.296875,-0.007812,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
36,-0.039062,0.226562,-0.007812,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
37,-0.03125,0.1875,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
38,-0.039062,0.117188,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
39,-0.03125,0.101562,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
40,-0.015625,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
41,0.0,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
42,0.0,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
43,-0.007812,0.054688,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
44,-0.015625,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
45,-0.015625,0.070312,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
46,0.0,0.0625,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
47,0.0,0.0625,0.0,0.0,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
48,0.0,0.0625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
49,-0.007812,0.070312,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
50,0.0,0.0625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
51,0.0,0.0625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.75,0.75, 0x3F,zero
0,-0.015625,-0.007812,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.75, 0x3F,more
1,-0.007812,0.0,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.5, 0x3F,more
2,-0.007812,-0.007812,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.25,0.5, 0x3F,more
3,-0.015625,-0.007812,0.0,0.083333,-1.0,-1.0,0.75,0.5,0.0,0.0, 0x3F,more
4,-0.007812,-0.039062,0.0,0.166667,-1.0,-1.0,0.75,0.0,0.0,0.0, 0x3F,more
5,-0.039062,-0.03125,0.0,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
6,-0.046875,-0.007812,-0.007812,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
7,-0.09375,0.03125,-0.015625,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
8,-0.125,0.070312,-0.023438,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
9,-0.203125,0.140625,-0.023438,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
10,-0.25,0.179688,-0.023438,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
11,-0.367188,0.234375,-0.015625,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
12,-0.539062,0.171875,-0.007812,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
13,-0.507812,0.265625,0.0,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,more
14,-0.546875,0.296875,0.0,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,more
15,-0.546875,0.289062,-0.007812,0.333333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x2F,more
16,-0.609375,0.148438,-0.023438,0.25,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
17,-0.632812,0.101562,-0.046875,0.0,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
18,-0.554688,0.132812,-0.0625,0.083333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
19,-0.523438,0.132812,-0.070312,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
20,-0.484375,0.164062,-0.078125,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
21,-0.460938,0.164062,-0.078125,0.083333,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
22,-0.429688,0.1875,-0.078125,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
23,-0.398438,0.203125,-0.078125,0.166667,-1.0,-1.0,0.5,0.0,0.0,0.0, 0x3F,more
24,-0.359375,0.21875,-0.078125,0.25,-1.0,-1.0,0.5,0.75,0.0,0.25, 0x3F,more
25,-0.304688,0.226562,-0.078125,0.166667,-1.0,-1.0,0.5,0.75,0.25,0.5, 0x3F,more
26,-0.242188,0.234375,-0.078125,0.166667,-1.0,-1.0,0.5,0.75,0.25,0.75, 0x3F,more
27,-0.195312,0.234375,-0.070312,0.166667,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
28,-0.148438,0.242188,-0.0625,0.166667,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
29,-0.125,0.21875,-0.046875,0.166667,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
30,-0.078125,0.210938,-0.03125,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
31,-0.054688,0.195312,-0.023438,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
32,-0.046875,0.179688,-0.015625,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
33,-0.023438,0.125,-0.007812,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
34,-0.023438,0.09375,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
35,-0.023438,0.0625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
36,0.0,0.015625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
37,0.0,0.023438,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
38,0.0,0.015625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
39,0.0,0.015625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
40,0.0,0.015625,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
41,0.0,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
42,0.0,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
43,0.0,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
44,-0.015625,0.023438,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
45,-0.007812,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
46,-0.007812,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
47,-0.015625,0.007812,0.0,0.083333,-1.0,-1.0,0.5,0.75,0.5,0.75, 0x3F,more
0,0.0,0.0,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
1,0.0,0.0,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
2,0.0,0.0,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.75,0.0, 0x3F,happy
3,-0.023438,0.0,0.0,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
4,-0.03125,0.0,0.0,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
5,0.0,0.023438,-0.007812,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
6,-0.046875,0.085938,-0.007812,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
7,-0.085938,0.132812,-0.015625,0.0,-1.0,-1.0,0.25,0.0,0.75,0.0, 0x3F,happy
8,-0.140625,0.179688,-0.023438,0.0,-1.0,-1.0,0.25,0.0,0.75,0.0, 0x3F,happy
9,-0.210938,0.203125,-0.03125,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
10,-0.296875,0.257812,-0.039062,0.0,-1.0,-1.0,0.25,0.25,0.0,0.0, 0x3F,happy
11,-0.359375,0.289062,-0.039062,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
12,-0.421875,0.304688,-0.046875,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
13,-0.460938,0.335938,-0.054688,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
14,-0.484375,0.398438,-0.054688,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
15,-0.492188,0.414062,-0.054688,0.916667,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
16,-0.484375,0.46875,-0.054688,0.0,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
17,-0.476562,0.5,-0.054688,0.083333,-1.0,-1.0,0.25,0.0,0.0,0.0, 0x3F,happy
