x,y,z,roll,pitch,yaw,thumb,fore,index,ring,'receiver values',word
1,7,12,27,39,40,44,46,51,53,57,89
1,7,12,27,39,40,44,46,50,55,57,89
1,7,12,29,39,40,44,48,50,55,57,89
1,7,12,29,39,40,43,48,50,55,57,89
1,7,12,29,39,40,43,48,50,55,57,89
1,7,12,29,39,40,43,48,50,55,57,89
1,7,12,29,39,40,43,48,50,55,57,89
1,7,12,31,39,40,43,48,50,55,57,89
1,7,12,31,39,40,43,48,50,55,57,89
3,7,12,31,39,40,43,48,50,55,57,89
4,7,12,28,39,40,43,48,50,55,57,89
3,7,12,28,39,40,43,48,50,55,60,89
4,7,12,28,39,40,43,48,50,55,60,89
4,7,12,28,39,40,43,48,50,55,60,89
5,7,12,31,39,40,43,48,50,55,57,89
5,7,13,26,39,40,43,48,50,55,57,89
4,7,14,27,39,40,43,48,50,55,57,89
4,7,14,29,39,40,43,48,50,55,57,89
3,7,15,29,39,40,43,48,50,55,57,89
3,7,15,27,39,40,43,48,50,55,57,89
3,7,15,29,39,40,43,48,50,55,57,89
3,7,15,29,39,40,43,48,50,55,57,89
3,7,15,31,39,40,43,45,50,56,57,89
1,7,15,29,39,40,43,45,51,53,57,89
1,7,15,29,39,40,43,45,51,54,57,89
1,7,14,29,39,40,43,45,52,54,57,89
1,7,14,29,39,40,43,45,52,54,57,89
1,7,13,29,39,40,43,45,52,54,57,89
1,7,13,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,89
1,7,12,27,39,40,43,45,52,54,57,88
1,7,12,27,39,40,42,48,50,55,57,88
1,7,12,27,39,40,42,48,50,55,57,88
1,7,12,27,39,40,42,48,49,55,57,88
1,7,12,27,39,40,42,48,50,55,57,88
1,7,12,26,39,40,42,48,50,55,57,88
1,7,12,26,39,40,42,48,50,55,57,88
1,7,12,26,39,40,42,48,50,55,57,88
1,7,12,26,39,40,42,48,49,55,57,88
1,7,12,26,39,40,42,48,49,55,57,88
1,7,13,26,39,40,42,48,50,55,57,88
1,7,13,26,39,40,42,47,50,55,57,88
3,7,13,26,39,40,42,48,50,55,57,88
3,7,13,27,39,40,42,48,50,55,57,88
3,7,14,27,39,40,42,48,50,55,57,88
3,7,14,26,39,40,42,48,50,55,57,88
3,7,14,35,39,40,42,48,50,55,57,88
3,8,14,26,39,40,42,48,50,55,57,88
3,8,14,27,39,40,42,48,50,55,57,88
3,8,14,27,39,40,42,48,50,55,58,88
3,8,14,26,39,40,42,48,50,55,57,88
3,7,14,27,39,40,42,48,50,55,57,88
3,7,14,27,39,40,42,48,50,55,57,88
3,8,14,27,39,40,42,48,50,55,58,88
3,8,14,35,39,40,42,48,50,55,57,88
3,8,14,26,39,40,42,48,50,56,57,88
3,8,14,27,39,40,42,47,50,54,57,88
3,8,14,27,39,40,42,46,50,54,57,88
3,8,13,26,39,40,42,45,50,54,57,88
1,8,13,26,39,40,42,45,50,54,57,88
1,8,13,27,39,40,42,45,51,54,57,88
1,7,13,27,39,40,42,45,51,54,57,88
1,7,13,27,39,40,42,45,51,54,57,88
1,7,13,26,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,26,39,40,42,45,51,54,57,88
1,7,12,26,39,40,42,45,51,54,59,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,29,39,40,42,45,51,54,57,88
1,7,12,29,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,29,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,88
1,7,12,27,39,40,42,45,51,54,57,86
1,7,12,26,39,40,41,45,52,53,57,86
1,7,12,26,39,40,41,45,51,53,57,86
2,7,12,26,39,40,41,46,51,56,57,86
2,7,12,26,39,40,41,48,50,55,57,86
2,7,12,26,39,40,41,48,50,55,57,86
1,7,12,26,39,40,41,48,50,55,57,86
1,7,12,35,39,40,42,48,50,55,57,86
2,7,12,35,39,40,42,48,50,55,58,86
1,7,12,26,39,40,43,48,50,55,57,86
1,7,12,26,39,40,43,48,50,55,57,86
1,7,12,26,39,40,43,48,50,55,57,86
1,7,12,26,39,40,43,48,50,55,57,86
1,7,12,26,39,40,43,48,50,55,57,86
1,7,12,26,39,40,43,48,50,55,58,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,43,48,50,55,57,86
1,7,13,26,39,40,42,48,50,55,57,86
1,7,13,26,39,40,42,48,50,55,57,86
1,7,13,26,39,40,42,47,51,54,57,86
1,7,13,26,39,40,41,45,49,54,57,86
1,7,13,26,39,40,41,45,49,54,57,86
1,7,12,26,39,40,41,45,49,54,57,86
2,7,12,26,39,40,42,45,49,54,58,86
1,7,12,26,39,40,42,45,49,54,57,86
1,7,12,26,39,40,42,45,49,54,57,86
1,7,12,26,39,40,42,45,49,54,57,86
1,7,12,26,39,40,42,45,49,54,57,86
1,7,12,26,39,40,42,45,49,54,57,86
1,7,16,26,39,40,42,45,49,54,57,86
1,7,17,26,39,40,42,45,49,54,57,86
1,7,17,26,39,40,42,45,49,54,57,86
1,7,17,26,39,40,42,45,49,54,57,86
1,7,17,26,39,40,42,45,49,54,57,86
1,7,17,26,39,40,42,45,49,54,57,86
2,7,17,26,39,40,42,45,49,54,58,86
1,7,17,26,39,40,42,45,49,54,57,86
2,7,17,26,39,40,42,45,49,54,58,86
1,7,17,26,39,40,42,45,49,54,57,86
1,7,18,26,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,46,49,54,57,87
1,7,12,27,39,40,42,46,49,54,57,87
2,7,12,27,39,40,42,46,49,54,57,87
1,7,12,27,39,40,42,46,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,29,39,40,42,45,49,54,57,87
1,7,13,29,39,40,42,45,49,54,57,87
1,7,13,31,39,40,42,45,49,54,57,87
1,7,13,31,39,40,42,45,49,54,57,87
1,7,13,29,39,40,42,45,49,54,57,87
3,7,13,28,39,40,42,45,49,54,57,87
3,7,13,31,39,40,42,45,49,54,57,87
3,7,13,28,39,40,42,45,49,54,57,87
3,7,13,28,39,40,42,45,49,54,57,87
3,7,14,28,39,40,42,45,49,54,57,87
3,7,14,28,39,40,42,45,49,54,57,87
3,7,13,28,39,40,42,45,49,54,57,87
3,7,14,31,39,40,42,45,49,54,57,87
3,7,14,28,39,40,42,45,49,54,57,87
3,7,14,31,39,40,42,45,49,54,57,87
3,7,14,28,39,40,42,45,49,54,57,87
3,7,14,31,39,40,42,45,49,54,57,87
3,7,14,31,39,40,42,45,49,54,57,87
3,7,14,29,39,40,42,45,49,54,57,87
1,7,14,29,39,40,42,45,49,54,57,87
1,7,13,27,39,40,42,45,49,54,57,87
1,7,13,29,39,40,42,45,49,54,57,87
1,7,13,27,39,40,42,45,49,54,57,87
1,7,13,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,26,39,40,42,45,49,54,57,87
1,7,12,26,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,87
1,7,12,27,39,40,42,45,49,54,57,85
1,7,12,26,39,40,42,46,52,56,57,85
1,7,12,26,39,40,41,47,52,56,57,85
1,7,12,26,39,40,41,47,51,55,57,85
1,7,12,26,39,40,41,48,50,55,57,85
1,7,12,27,39,40,41,48,50,55,57,85
1,7,12,26,39,40,41,48,50,55,57,85
1,7,12,27,39,40,41,48,50,55,57,85
1,7,12,26,39,40,41,48,50,55,57,85
1,7,13,27,39,40,41,48,50,55,57,85
1,7,13,27,39,40,41,48,50,55,57,85
1,7,14,29,39,40,41,48,50,55,57,85
1,7,14,29,39,40,41,48,50,55,57,85
3,7,14,31,39,40,41,48,50,55,57,85
3,7,13,31,39,40,41,48,50,55,57,85
4,7,13,31,39,40,41,48,50,55,60,85
5,7,12,31,39,40,41,48,50,55,60,85
6,7,16,36,39,40,41,48,50,55,57,85
6,7,16,36,39,40,41,48,50,55,60,85
6,7,12,28,39,40,41,48,50,55,60,85
6,7,12,36,39,40,41,48,50,55,60,85
6,7,12,30,39,40,41,48,50,55,60,85
5,7,12,29,39,40,41,48,50,55,57,85
6,7,12,29,39,40,41,48,50,55,60,85
6,7,12,29,39,40,41,48,50,55,60,85
6,7,12,29,39,40,41,48,50,55,60,85
5,7,12,35,39,40,41,48,50,55,57,85
6,7,12,35,39,40,41,48,50,55,60,85
5,7,12,27,39,40,41,48,50,55,57,85
5,7,12,29,39,40,41,47,50,55,57,85
3,7,13,29,39,40,41,45,51,55,57,85
3,7,13,29,39,40,41,45,51,56,57,85
3,7,13,29,39,40,41,45,51,56,57,85
1,7,13,29,39,40,41,45,52,56,57,85
1,7,13,28,39,40,42,45,52,56,57,85
1,7,13,29,39,40,42,45,52,56,57,85
1,7,12,31,39,40,42,45,52,56,58,85
1,7,12,26,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,29,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,41,45,52,56,57,85
1,7,12,27,39,40,41,45,52,56,57,85
1,7,12,27,39,40,42,45,52,56,57,85
1,7,12,27,39,40,41,45,52,56,57,85
1,7,12,27,39,40,41,45,52,56,57,84
1,7,12,26,39,40,41,47,52,55,57,84
1,7,12,26,39,40,41,47,52,55,57,84
1,7,12,27,39,40,41,47,52,55,57,84
1,7,12,26,39,40,41,47,51,55,57,84
2,7,12,27,39,40,41,47,51,55,57,84
2,7,12,27,39,40,41,48,50,55,58,84
1,7,12,27,39,40,42,48,50,55,57,84
1,7,12,26,39,40,42,48,50,55,57,84
1,7,13,27,39,40,42,48,50,55,57,84
1,7,13,26,39,40,42,48,50,55,57,84
1,7,13,27,39,40,42,48,50,55,57,84
1,7,13,27,39,40,42,48,50,55,57,84
3,7,13,27,39,40,42,48,50,55,57,84
3,8,12,27,39,40,42,48,50,55,57,84
3,8,12,28,39,40,42,48,50,55,57,84
5,8,16,28,39,40,42,48,50,55,57,84
5,8,18,28,39,40,42,48,50,55,62,84
5,11,18,28,39,40,43,48,50,55,69,84
5,11,18,29,39,40,42,48,50,55,63,84
5,9,20,26,39,40,42,48,50,55,57,84
5,8,20,26,39,40,42,48,50,55,62,84
5,8,18,26,39,40,42,48,50,55,62,84
6,8,18,27,39,40,42,48,50,55,57,84
6,8,18,27,39,40,42,48,50,55,62,84
6,10,20,27,39,40,42,48,50,55,69,84
6,9,20,27,39,40,42,48,50,55,69,84
6,8,20,27,39,40,42,48,50,55,65,84
6,8,20,27,39,40,42,48,50,55,65,84
6,8,18,35,39,40,42,47,51,55,57,84
5,8,18,26,39,40,41,46,51,55,57,84
5,8,16,26,39,40,41,46,52,55,57,84
4,8,12,26,39,40,41,46,52,55,57,84
3,8,12,26,39,40,41,45,49,55,57,84
3,7,12,26,39,40,41,45,49,55,57,84
1,7,12,27,39,40,41,45,49,55,57,84
1,7,12,26,39,40,41,45,49,55,57,84
1,7,12,26,39,40,41,45,49,55,57,84
1,7,12,27,39,40,42,45,49,55,57,84
1,7,12,27,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
2,7,12,26,39,40,42,45,49,55,58,84
1,7,12,27,39,40,42,45,49,55,57,84
1,7,12,27,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
1,7,12,26,39,40,42,45,49,55,57,84
2,7,12,27,39,40,42,45,49,55,57,84
2,7,12,27,39,40,42,45,49,55,57,84
2,7,12,27,39,40,42,45,49,55,57,83
1,7,12,26,39,40,43,45,51,56,57,83
1,7,12,26,39,40,43,45,51,56,57,83
1,7,12,26,39,40,43,45,51,56,57,83
1,7,12,26,39,40,43,45,51,56,57,83
2,7,12,26,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,42,46,50,56,57,83
1,7,12,27,39,40,42,46,50,55,57,83
1,7,12,27,39,40,42,47,50,55,57,83
1,7,13,29,39,40,42,47,50,55,57,83
1,7,13,29,39,40,42,48,50,55,58,83
1,7,13,28,39,40,42,48,50,55,57,83
1,7,13,28,39,40,42,48,50,55,57,83
3,7,14,28,39,40,42,48,50,55,57,83
3,7,13,28,39,40,42,48,50,55,57,83
3,8,13,30,39,40,42,48,50,55,57,83
4,8,13,28,39,40,42,48,50,55,57,83
3,8,13,28,39,40,42,48,50,55,60,83
3,9,12,28,39,40,42,48,50,55,60,83
4,9,12,28,39,40,42,48,50,55,57,83
4,8,12,28,39,40,42,48,50,55,57,83
4,8,12,30,39,40,42,48,50,55,57,83
5,8,13,30,39,40,42,48,50,55,57,83
5,8,14,28,39,40,42,48,50,55,57,83
4,8,15,28,39,40,42,48,50,55,57,83
4,8,15,28,39,40,42,48,50,55,57,83
3,8,15,29,39,40,42,48,50,55,57,83
3,8,15,28,39,40,42,48,50,55,57,83
3,8,15,28,39,40,42,48,50,55,57,83
3,8,23,31,39,40,42,48,50,55,57,83
3,8,23,28,39,40,42,48,50,55,57,83
3,8,15,28,39,40,42,46,50,55,57,83
3,8,15,31,39,40,42,45,50,56,57,83
1,7,15,29,39,40,42,45,51,56,57,83
1,7,15,29,39,40,42,45,51,53,57,83
1,7,15,27,39,40,42,45,51,53,57,83
1,7,14,27,39,40,42,45,51,53,57,83
1,7,14,27,39,40,43,45,52,53,57,83
1,7,13,27,39,40,43,45,51,53,57,83
1,7,13,27,39,40,43,45,51,53,57,83
1,7,12,27,39,40,43,45,51,53,57,83
1,7,12,27,39,40,43,45,51,53,57,83
1,7,12,27,39,40,43,45,51,53,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,83
1,7,12,27,39,40,43,45,51,56,57,82
1,7,12,27,39,40,44,46,51,54,57,82
1,7,12,27,39,40,44,46,51,54,57,82
1,7,12,27,39,40,44,46,51,54,57,82
2,7,12,27,39,40,44,46,51,54,57,82
2,7,12,26,39,40,44,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
2,7,12,27,39,40,44,46,51,54,57,82
1,7,13,27,39,40,44,46,51,54,57,82
1,7,13,27,39,40,44,46,51,54,57,82
1,7,13,27,39,40,44,45,51,54,57,82
1,7,13,27,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,29,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,26,39,40,44,45,51,54,57,82
1,8,14,26,39,40,44,45,51,54,57,82
1,8,14,26,39,40,44,45,51,54,57,82
1,8,14,26,39,40,44,45,52,54,57,82
1,8,14,26,39,40,44,45,52,54,57,82
1,8,14,27,39,40,44,45,52,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,27,39,40,44,45,51,54,57,82
1,8,13,26,39,40,44,45,51,54,57,82
1,8,14,26,39,40,44,45,51,54,57,82
1,8,14,26,39,40,43,45,52,54,57,82
1,8,14,26,39,40,43,45,51,54,57,82
1,7,14,26,39,40,44,45,51,54,57,82
1,7,14,26,39,40,43,45,51,54,57,82
1,7,13,26,39,40,44,45,51,54,57,82
1,7,13,26,39,40,43,45,51,54,57,82
1,7,13,26,39,40,43,45,51,54,57,82
1,7,12,26,39,40,44,45,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,27,39,40,43,46,51,54,57,82
1,7,12,27,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,27,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,44,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,82
1,7,12,26,39,40,43,46,51,54,57,80
1,7,12,26,39,40,41,45,49,56,57,80
1,7,12,26,39,40,41,45,49,56,57,80
2,7,12,27,39,40,41,45,49,56,57,80
2,7,12,27,39,40,41,45,49,56,57,80
2,7,12,26,39,40,41,45,49,56,57,80
2,7,12,26,39,40,41,45,49,56,57,80
2,7,12,26,39,40,41,45,49,53,57,80
2,7,12,26,39,40,41,45,49,53,57,80
2,7,12,26,39,40,41,45,49,53,57,80
2,7,12,26,39,40,41,45,49,56,57,80
2,7,13,26,39,40,41,45,49,56,57,80
2,7,13,26,39,40,41,45,49,56,57,80
2,7,13,26,39,40,41,45,49,53,57,80
2,7,13,26,39,40,41,45,49,56,57,80
2,7,13,26,39,40,41,45,49,56,57,80
2,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,59,80
1,7,14,26,39,40,41,45,49,56,59,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,56,59,80
1,7,14,26,39,40,41,45,49,53,59,80
1,7,14,26,39,40,41,45,49,56,57,80
1,7,14,26,39,40,41,45,49,53,57,80
1,7,14,26,39,40,41,45,49,53,57,80
1,7,14,26,39,40,41,45,49,53,57,80
1,7,14,26,39,40,41,45,49,53,57,80
1,7,14,26,39,40,41,45,49,53,57,80
1,7,13,26,39,40,41,45,49,53,57,80
1,7,13,26,39,40,41,45,49,53,57,80
1,7,13,26,39,40,41,45,49,53,57,80
1,7,12,26,39,40,41,45,49,53,57,80
1,7,12,26,39,40,41,45,49,53,57,80
1,7,12,26,39,40,41,45,49,53,57,80
1,7,12,26,39,40,41,45,49,53,57,80
2,7,12,26,39,40,41,45,49,53,58,80
2,7,12,26,39,40,41,45,49,53,58,80
1,7,12,26,39,40,41,45,49,53,57,80
1,7,16,26,39,40,41,45,49,53,57,80
1,7,16,26,39,40,41,45,49,53,57,80
1,7,16,26,39,40,41,45,49,53,57,80
1,7,16,26,39,40,41,45,49,53,57,80
2,7,16,26,39,40,41,45,49,53,57,80
2,7,17,26,39,40,41,45,49,53,57,80
2,7,17,26,39,40,41,45,49,53,57,80
2,7,17,27,39,40,41,45,49,53,57,80
2,7,17,27,39,40,41,45,49,53,57,80
2,7,17,27,39,40,41,45,49,53,57,80
2,7,17,27,39,40,41,45,49,53,57,80
2,7,17,27,39,40,41,45,49,53,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,46,51,55,57,81
1,7,12,27,39,40,42,47,51,55,57,81
1,7,13,27,39,40,42,47,51,55,57,81
1,7,13,29,39,40,42,48,51,55,57,81
1,7,14,29,39,40,42,48,51,55,57,81
1,7,14,27,39,40,42,48,51,55,57,81
1,7,14,31,39,40,42,48,51,55,57,81
1,8,14,29,39,40,42,48,51,55,57,81
3,8,14,28,39,40,42,48,51,55,57,81
3,8,13,28,39,40,42,48,51,55,57,81
3,9,13,31,39,40,42,48,51,55,57,81
3,9,12,31,39,40,42,48,51,55,60,81
4,9,12,37,39,40,42,48,51,55,57,81
6,7,16,31,39,40,42,48,51,55,57,81
6,7,17,31,39,40,42,48,51,55,57,81
6,7,16,31,39,40,42,48,51,55,57,81
6,7,12,38,39,40,42,48,51,55,57,81
6,7,12,36,39,40,42,48,51,55,57,81
5,8,12,37,39,40,42,48,51,55,57,81
5,8,12,37,39,40,42,48,51,55,57,81
5,8,12,30,39,40,42,48,51,55,57,81
6,7,16,31,39,40,42,48,51,55,57,81
6,8,16,28,39,40,42,48,51,55,57,81
5,9,16,28,39,40,42,48,51,55,60,81
5,9,16,28,39,40,42,48,51,55,60,81
5,8,12,31,39,40,42,48,51,55,57,81
5,8,12,31,39,40,42,47,51,55,57,81
4,8,12,31,39,40,42,47,51,55,57,81
3,8,13,29,39,40,42,45,51,55,57,81
3,8,13,27,39,40,42,45,51,55,57,81
1,7,13,27,39,40,42,45,51,55,57,81
1,7,13,26,39,40,42,45,51,55,57,81
1,7,13,27,39,40,42,45,51,55,57,81
1,7,13,27,39,40,42,45,52,55,57,81
1,7,13,27,39,40,42,45,52,55,57,81
1,7,12,27,39,40,42,45,52,55,57,81
2,7,12,27,39,40,42,45,52,55,57,81
2,7,12,27,39,40,42,45,52,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
2,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
1,7,12,27,39,40,42,45,51,55,57,81
2,7,16,27,39,40,42,45,51,55,57,81
2,7,16,27,39,40,42,45,51,55,57,81
2,7,16,27,39,40,42,45,51,55,57,81
1,7,16,27,39,40,42,45,51,55,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,46,52,53,57,103
1,7,12,27,39,40,41,46,52,53,57,103
1,7,12,27,39,40,41,47,52,53,57,103
1,7,12,27,39,40,41,47,52,53,57,103
1,7,12,27,39,40,41,48,51,53,57,103
1,7,12,27,39,40,41,48,51,53,57,103
1,7,12,27,39,40,41,48,51,53,57,103
1,7,13,27,39,40,41,48,51,53,57,103
1,7,13,27,39,40,41,48,51,53,57,103
1,7,13,27,39,40,41,48,51,53,57,103
1,7,13,29,39,40,41,48,51,53,57,103
1,7,13,29,39,40,41,48,50,53,57,103
3,7,13,29,39,40,41,48,50,53,57,103
3,7,13,27,39,40,41,48,50,53,57,103
3,7,13,29,39,40,41,48,50,53,57,103
3,7,13,26,39,40,41,48,50,53,57,103
3,7,13,26,39,40,41,48,50,53,57,103
3,7,13,26,39,40,41,48,50,53,57,103
3,7,13,27,39,40,41,48,50,53,57,103
3,7,13,31,39,40,41,48,50,53,57,103
3,7,13,27,39,40,41,48,50,53,57,103
3,7,13,29,39,40,41,48,50,53,57,103
3,7,13,29,39,40,41,48,50,53,57,103
3,7,13,27,39,40,41,48,51,53,57,103
3,7,13,27,39,40,41,47,52,53,57,103
3,7,13,27,39,40,41,45,52,53,57,103
1,7,13,27,39,40,41,45,52,53,57,103
1,7,13,27,39,40,41,45,49,53,57,103
1,7,13,26,39,40,41,45,52,53,57,103
1,7,13,27,39,40,41,45,52,54,57,103
1,7,12,27,39,40,42,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,26,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,12,27,39,40,41,45,52,53,57,103
1,7,16,27,39,40,41,45,52,53,57,103
1,7,16,27,39,40,41,45,52,53,57,103
